pre_root_id	post_root_id	neuropil	syn_count	nt_type
720575940609913042	720575940609425874	PRW	5	ACH
720575940627604977	720575940652336801	AVLP_R	68	GLUT
720575940606149321	720575940622519773	AVLP_R	8	GABA
720575940623069001	720575940633556644	CRE_L	23	ACH
720575940632028216	720575940632281927	GNG	26	GABA
720575940623788040	720575940627690246	AL_L	107	SER
720575940611300323	720575940618366843	AVLP_L	16	ACH
720575940613583001	720575940618980299	MB_ML_R	7	GABA
720575940612916114	720575940625233445	EB	28	GABA
720575940624528068	720575940633304601	PRW	6	SER
720575940617036352	720575940624547622	MB_ML_L	13	ACH
720575940619652033	720575940647036980	PRW	23	ACH
720575940619755758	720575940616941201	AVLP_R	36	ACH
720575940611630194	720575940616014092	GNG	18	ACH
720575940639071716	720575940606684774	PVLP_R	1	ACH
720575940622023262	720575940617749538	MB_PED_R	8	ACH
720575940623027274	720575940613475557	AVLP_R	29	GABA
720575940631153194	720575940628007683	AVLP_R	16	ACH
720575940634785983	720575940627203461	CRE_R	22	GLUT
720575940637064926	720575940632807193	AVLP_R	42	ACH
720575940618784109	720575940618045776	AVLP_R	7	GABA
720575940624469444	720575940615101747	GA_R	7	GLUT
720575940627589126	720575940617952034	SMP_R	20	ACH
720575940639278399	720575940617483860	EB	20	GABA
720575940622618867	720575940617257985	AVLP_R	85	ACH
720575940618492224	720575940624547622	SMP_L	2	ACH
720575940607763467	720575940613583001	MB_PED_R	9	ACH
720575940610962069	720575940627848196	AVLP_R	61	ACH
720575940643949934	720575940652922529	AOTU_R	13	ACH
720575940620812353	720575940631572305	SMP_R	5	ACH
720575940625401018	720575940614684822	CRE_L	6	GABA
720575940644053796	720575940613904638	AOTU_R	10	ACH
720575940613635737	720575940628455942	CRE_R	15	OCT
720575940642910152	720575940621256384	PRW	146	GLUT
720575940625898780	720575940645304430	SMP_L	4	ACH
720575940612185586	720575940610499779	CRE_L	37	GLUT
720575940633094113	720575940623217577	CRE_R	26	ACH
720575940637462761	720575940633787309	AVLP_L	22	GLUT
720575940610439363	720575940624434323	LAL_R	2	ACH
720575940629974058	720575940615808342	CRE_R	6	GLUT
720575940623462328	720575940620975696	MB_VL_L	13	ACH
720575940619411147	720575940620755126	AL_L	6	ACH
720575940621828443	720575940643994391	SMP_L	4	ACH
720575940637934308	720575940622306736	CRE_L	12	GLUT
720575940622018309	720575940622054753	GNG	12	GLUT
720575940624688528	720575940659399809	AVLP_R	37	ACH
720575940624694503	720575940610205282	CRE_R	10	GLUT
720575940642506459	720575940618582577	CRE_L	2	ACH
720575940613754833	720575940635527092	PRW	3	ACH
720575940632807193	720575940610228344	AVLP_R	30	ACH
720575940635212143	720575940634645600	GNG	13	GABA
720575940626318867	720575940624525043	SMP_L	60	GLUT
720575940609258850	720575940634506859	AVLP_R	245	ACH
720575940612634009	720575940624057853	AL_L	12	ACH
720575940639725987	720575940619245016	CRE_R	11	ACH
720575940624471373	720575940624724368	AVLP_R	35	ACH
720575940626910287	720575940624449318	SMP_L	11	ACH
720575940627958046	720575940612869269	EB	21	GABA
720575940646350702	720575940613866346	AOTU_R	6	GLUT
720575940615669972	720575940631591199	AL_L	46	ACH
720575940631698340	720575940627469041	AVLP_R	27	GABA
720575940617818708	720575940632469964	LAL_R	3	GABA
720575940620263814	720575940623901695	AL_L	27	ACH
720575940632988351	720575940644765463	EB	6	GABA
720575940622906631	720575940627557653	CRE_L	14	ACH
720575940622655709	720575940622365991	AOTU_R	14	ACH
720575940632463890	720575940622705415	AVLP_R	26	GABA
720575940644849431	720575940646353699	SIP_R	2	GLUT
720575940644488727	720575940623362698	AMMC_R	4	SER
720575940623448078	720575940630165463	AOTU_R	6	ACH
720575940616878238	720575940622997453	SIP_R	3	ACH
720575940617165661	720575940630864847	MB_ML_L	13	ACH
720575940631292719	720575940606149321	AVLP_R	11	ACH
720575940617013554	720575940620571953	GA_L	120	ACH
720575940650740982	720575940620975696	MB_VL_L	6	ACH
720575940628121287	720575940625934094	SMP_R	3	ACH
720575940636768734	720575940623972610	AVLP_L	6	GABA
720575940624243006	720575940630310431	AOTU_R	14	ACH
720575940622388716	720575940627969768	AVLP_R	6	GABA
720575940630815545	720575940609387100	AVLP_R	52	GABA
720575940633772257	720575940629778554	GNG	195	GABA
720575940609349218	720575940633413715	AVLP_L	10	ACH
720575940633813856	720575940624769767	AOTU_L	27	ACH
720575940615894614	720575940617986683	GNG	15	GABA
720575940622661095	720575940639813365	PRW	5	ACH
720575940616882757	720575940617302365	MB_ML_L	15	DA
720575940616855225	720575940637449023	AL_R	17	ACH
720575940620657140	720575940630085583	LAL_R	24	ACH
720575940610962069	720575940610505006	AVLP_R	48	ACH
720575940634908863	720575940628548611	CRE_L	11	GLUT
720575940617688093	720575940609831214	AVLP_R	28	ACH
720575940626744921	720575940614892182	MB_VL_R	10	ACH
720575940631327519	720575940618263365	CRE_R	5	GLUT
720575940626434822	720575940636895406	PRW	16	GABA
720575940627534339	720575940620975696	MB_ML_L	18	ACH
720575940613676402	720575940622252493	EB	18	GABA
720575940621650712	720575940635681198	AVLP_R	22	ACH
720575940625365512	720575940624112152	SMP_R	11	GLUT
720575940616764731	720575940618609112	LAL_R	117	ACH
720575940624394317	720575940617257985	AVLP_R	137	GABA
720575940625082969	720575940623252407	LAL_R	10	ACH
720575940632056033	720575940616451909	AVLP_R	6	ACH
720575940627383569	720575940620428203	AVLP_R	4	ACH
720575940620774977	720575940624547622	MB_ML_L	11	ACH
720575940620996621	720575940613583001	CRE_R	4	ACH
720575940627890072	720575940625511762	EB	33	GABA
720575940629776502	720575940631126083	AVLP_L	8	ACH
720575940628876741	720575940628121143	SMP_R	6	GLUT
720575940625952186	720575940630610042	SIP_R	6	ACH
720575940613583001	720575940635452408	MB_PED_R	4	GABA
720575940618183765	720575940629513478	AVLP_R	10	ACH
720575940620182151	720575940611548878	GNG	36	GABA
720575940614461014	720575940643789860	LAL_R	50	GABA
720575940607155890	720575940645716771	AL_R	34	ACH
720575940626695452	720575940617825620	AVLP_R	29	ACH
720575940620355934	720575940615283618	MB_VL_L	3	ACH
720575940631105580	720575940612732273	AL_L	18	GLUT
720575940613041123	720575940624694503	CRE_R	5	ACH
720575940625912871	720575940622520846	AVLP_R	9	ACH
720575940621478358	720575940642949576	SMP_L	11	GLUT
720575940616562150	720575940648708228	PRW	13	ACH
720575940632943277	720575940627740009	LAL_R	33	ACH
720575940624176312	720575940615296818	PRW	10	GLUT
720575940617281025	720575940620123631	LAL_R	50	GABA
720575940622609299	720575940611964882	EB	10	GABA
720575940624108862	720575940652809889	EB	16	GABA
720575940628628474	720575940624983054	AVLP_R	5	ACH
720575940631463272	720575940610962069	AVLP_R	22	ACH
720575940623854311	720575940623875819	AL_L	8	ACH
720575940632639714	720575940610708430	PRW	14	GABA
720575940623432918	720575940626836528	SLP_R	8	GABA
720575940606266726	720575940612891373	SMP_R	10	ACH
720575940628876292	720575940619453861	CRE_L	16	ACH
720575940609831214	720575940628118683	AVLP_R	8	ACH
720575940622498676	720575940621701358	AOTU_R	5	ACH
720575940646646148	720575940628783363	MB_VL_R	3	ACH
720575940635295736	720575940624986375	AVLP_R	5	ACH
720575940623430621	720575940620012923	LAL_R	61	ACH
720575940627479290	720575940619792660	AVLP_L	10	ACH
720575940630414700	720575940617749538	MB_PED_R	8	ACH
720575940621577152	720575940620975696	MB_ML_L	12	ACH
720575940622335197	720575940631065144	PRW	17	ACH
720575940634743999	720575940616169117	AOTU_R	44	GABA
720575940622979848	720575940638677411	LAL_R	6	ACH
720575940611321842	720575940644632087	AVLP_L	9	ACH
720575940625732227	720575940621575814	AVLP_L	51	GLUT
720575940627039781	720575940620324079	SMP_L	73	ACH
720575940619731393	720575940621680264	FLA_R	8	ACH
720575940624155672	720575940623059443	CRE_R	5	ACH
720575940627479580	720575940620106480	AVLP_R	9	ACH
720575940625273886	720575940647113763	AVLP_R	8	ACH
720575940628411781	720575940637902938	MB_VL_L	1	ACH
720575940608281180	720575940625934094	MB_PED_R	1	ACH
720575940624384304	720575940622474899	PRW	21	GABA
720575940634506859	720575940615455742	AVLP_R	8	ACH
720575940628200551	720575940620005542	AVLP_R	15	ACH
720575940617257985	720575940618240171	AVLP_R	15	GABA
720575940626768442	720575940621719679	SIP_R	2	ACH
720575940626721835	720575940630569272	GA_L	15	ACH
720575940646088068	720575940633919992	PRW	7	GABA
720575940628467611	720575940640639293	AL_L	7	ACH
720575940653233569	720575940627276474	PRW	9	SER
720575940612542742	720575940632118343	SMP_L	9	GLUT
720575940630067816	720575940614026193	MB_VL_R	10	ACH
720575940631105580	720575940648650884	AL_L	12	GABA
720575940622923923	720575940630810159	AVLP_R	32	GABA
720575940621591815	720575940622839786	FLA_R	1	GLUT
720575940626294090	720575940622997453	MB_VL_R	8	ACH
720575940605970377	720575940606894722	AVLP_L	18	GLUT
720575940623847181	720575940623068841	SMP_R	14	GABA
720575940630569272	720575940622364771	GA_L	8	GABA
720575940624915435	720575940614067921	CRE_R	1	ACH
720575940630644727	720575940606573490	SMP_R	6	GABA
720575940631143383	720575940626744921	MB_VL_R	5	ACH
720575940620534710	720575940635068046	AOTU_R	5	ACH
720575940632742099	720575940616764731	CRE_R	7	GLUT
720575940620346417	720575940639142116	AL_R	21	ACH
720575940622679590	720575940633529569	SMP_R	7	ACH
720575940612907121	720575940632197930	AL_L	23	DA
720575940629358391	720575940617853986	CRE_R	6	GLUT
720575940621828443	720575940633735575	CRE_L	5	ACH
720575940637934308	720575940631177803	CRE_L	37	GLUT
720575940617184001	720575940639672893	FLA_L	13	ACH
720575940620305502	720575940620975696	CRE_L	11	ACH
720575940623528925	720575940645680407	AL_L	17	ACH
720575940613303471	720575940621541590	CRE_R	98	GABA
720575940628428796	720575940625522155	LA_R	17	ACH
720575940618183765	720575940632104751	AVLP_R	10	ACH
720575940620096414	720575940619761744	CRE_L	5	GLUT
720575940612258019	720575940618331038	SIP_R	5	ACH
720575940627129786	720575940612869269	EB	34	GABA
720575940632602532	720575940630579574	GNG	13	ACH
720575940628428796	720575940630054393	LA_R	5	ACH
720575940617434395	720575940632464146	SMP_L	6	GLUT
720575940618135419	720575940609913042	PRW	20	GABA
720575940637936710	720575940614714514	PRW	13	GABA
720575940626507346	720575940624352970	GNG	15	GABA
720575940630659535	720575940631823244	CRE_L	104	ACH
720575940627095177	720575940624209288	AOTU_L	12	ACH
720575940605350066	720575940625934094	MB_ML_R	27	ACH
720575940627671911	720575940615953202	CRE_L	21	ACH
720575940624528740	720575940629422183	FLA_R	5	SER
720575940636167280	720575940623889421	LAL_R	37	GABA
720575940648939897	720575940616169629	AOTU_R	26	ACH
720575940626318867	720575940642615515	SMP_L	23	GLUT
720575940624942855	720575940619134789	CRE_R	6	GLUT
720575940629539628	720575940616888020	SIP_R	11	GLUT
720575940612948593	720575940643182372	AOTU_R	5	ACH
720575940616569601	720575940625790778	GA_L	3	ACH
720575940632463890	720575940624397863	AMMC_R	9	ACH
720575940630653604	720575940625159677	LAL_R	25	ACH
720575940620330545	720575940626295562	AVLP_R	102	GABA
720575940605154336	720575940604938342	AVLP_R	7	ACH
720575940624860599	720575940634956399	SMP_L	5	GLUT
720575940625251401	720575940623788040	AL_L	33	GABA
720575940643551392	720575940640331472	LAL_R	8	GABA
720575940640792539	720575940633616332	SIP_R	9	ACH
720575940614828082	720575940613221585	AVLP_L	79	GLUT
720575940627284935	720575940620672432	FLA_L	6	ACH
720575940606678795	720575940616217403	FLA_R	2	ACH
720575940630244763	720575940635202204	CRE_L	10	ACH
720575940611548878	720575940618539810	GNG	262	GABA
720575940621525673	720575940615223347	SMP_R	14	GLUT
720575940631054540	720575940628783363	MB_VL_R	3	ACH
720575940633620940	720575940624547622	MB_ML_L	17	ACH
720575940659063169	720575940629329602	AVLP_R	41	ACH
720575940631985069	720575940640111568	AVLP_R	16	ACH
720575940637657189	720575940622997453	MB_VL_R	8	ACH
720575940628453946	720575940628017923	SMP_R	13	ACH
720575940631842360	720575940614518690	AVLP_R	14	GLUT
720575940623229564	720575940628561155	AOTU_L	9	ACH
720575940627671911	720575940615210975	CRE_L	9	ACH
720575940604088288	720575940627662279	AVLP_R	18	ACH
720575940622839786	720575940617785817	PRW	58	GLUT
720575940618761044	720575940646194308	AOTU_R	11	ACH
720575940629778554	720575940617787963	GNG	13	GLUT
720575940629928439	720575940627680911	CRE_R	7	ACH
720575940629247682	720575940644948771	FLA_R	43	ACH
720575940629951852	720575940621339156	SMP_R	22	GLUT
720575940621213556	720575940622971283	CRE_R	9	GABA
720575940636263543	720575940625841241	PRW	12	ACH
720575940623426013	720575940620431798	LAL_R	10	ACH
720575940612683729	720575940631260716	SMP_R	19	GLUT
720575940618036765	720575940624547622	CRE_L	6	ACH
720575940638971088	720575940634704491	AVLP_R	33	ACH
720575940625741287	720575940629112060	SMP_L	2	GABA
720575940640935387	720575940627549205	SIP_R	5	ACH
720575940628896168	720575940629981440	SMP_L	6	GLUT
720575940629720848	720575940631487047	EB	24	GABA
720575940636609647	720575940636345707	CRE_R	5	GLUT
720575940611669987	720575940612869269	EB	21	GABA
720575940628285450	720575940632403986	AL_L	18	ACH
720575940619536331	720575940624992007	SLP_R	16	GLUT
720575940628059978	720575940613941533	AL_R	7	GABA
720575940624155672	720575940624449318	SMP_R	30	ACH
720575940643325581	720575940639813365	PRW	34	GLUT
720575940614885426	720575940610439363	LAL_R	4	GABA
720575940632795532	720575940622242253	AL_L	51	GABA
720575940628463468	720575940615168985	AVLP_R	24	ACH
720575940627252154	720575940638668659	AOTU_R	14	ACH
720575940617586757	720575940628467611	AL_L	29	ACH
720575940630575611	720575940622860426	SMP_R	5	ACH
720575940623788040	720575940633212441	AL_L	20	GABA
720575940629814103	720575940626754409	AVLP_R	9	ACH
720575940618715550	720575940624449318	CRE_R	25	GLUT
720575940629916972	720575940620975696	MB_ML_L	10	ACH
720575940624585459	720575940611638258	CRE_L	10	ACH
720575940619731393	720575940617785817	FLA_R	1	ACH
720575940622105480	720575940630085583	LAL_R	50	ACH
720575940623546603	720575940630623503	AVLP_R	14	ACH
720575940624525043	720575940617226141	LAL_R	5	GABA
720575940628869648	720575940611160930	PRW	2	ACH
720575940624388878	720575940623107509	AOTU_R	15	GLUT
720575940610244266	720575940605995721	AVLP_R	41	ACH
720575940628504081	720575940604486880	SMP_R	11	ACH
720575940622923923	720575940604999614	AVLP_R	79	GABA
720575940622331882	720575940629461442	AL_R	51	ACH
720575940620124143	720575940604938342	AVLP_R	5	ACH
720575940622920074	720575940617986345	AL_L	7	DA
720575940627632745	720575940606573490	CRE_R	13	ACH
720575940612870952	720575940611439066	CRE_L	4	ACH
720575940622791429	720575940642617544	LAL_R	5	ACH
720575940629468026	720575940612761750	SMP_L	18	ACH
720575940637136752	720575940612856273	AL_R	13	GABA
720575940604770249	720575940609180611	MB_VL_R	5	ACH
720575940624377224	720575940605298353	AVLP_R	27	GABA
720575940610590869	720575940615197747	GNG	15	SER
720575940629355520	720575940626383635	CRE_R	4	ACH
720575940624973831	720575940626081319	AVLP_R	66	ACH
720575940609387100	720575940625102224	AVLP_R	145	ACH
720575940654328225	720575940626803599	AVLP_R	4	ACH
720575940629957943	720575940636976191	AOTU_L	84	GABA
720575940644706083	720575940623632904	CRE_L	2	ACH
720575940622433799	720575940621736669	PRW	23	GABA
720575940612267518	720575940626161224	AVLP_R	9	ACH
720575940629090754	720575940625813447	SMP_R	18	ACH
720575940613120721	720575940630548751	PRW	99	GABA
720575940630891791	720575940622446341	LAL_R	7	ACH
720575940625002936	720575940630233404	GNG	118	GABA
720575940615210975	720575940627312104	CRE_R	32	GLUT
720575940627684713	720575940621339156	SMP_R	8	ACH
720575940621057702	720575940627976088	LAL_R	25	GABA
720575940627752585	720575940626203394	CRE_L	5	ACH
720575940630680314	720575940622309726	AVLP_R	10	GLUT
720575940627692318	720575940634470757	AVLP_R	9	ACH
720575940604569824	720575940606018690	AVLP_R	61	GABA
720575940620842111	720575940626717573	LAL_L	10	ACH
720575940624377224	720575940631651554	AVLP_R	30	GABA
720575940631051538	720575940624739929	AVLP_R	15	GLUT
720575940616702465	720575940633062335	LAL_R	138	GLUT
720575940619953065	720575940628121399	FLA_R	12	GLUT
720575940613679786	720575940621094399	AVLP_L	15	GABA
720575940641780187	720575940628548611	LAL_L	1	ACH
720575940623905719	720575940643849764	CRE_R	12	ACH
720575940616196539	720575940624882407	GNG	21	ACH
720575940620909300	720575940617245652	AVLP_R	23	ACH
720575940636167280	720575940630622604	LAL_R	21	GABA
720575940625101841	720575940638668659	AOTU_R	15	GABA
720575940613303471	720575940621650943	LAL_R	8	GABA
720575940609924306	720575940628200506	AL_L	24	ACH
720575940613792296	720575940626315010	SMP_R	76	GLUT
720575940628750248	720575940630190411	CRE_L	7	ACH
720575940629489212	720575940619134789	SMP_R	37	ACH
720575940619549867	720575940607152476	GNG	43	GABA
720575940616757460	720575940620571953	GA_L	6	ACH
720575940629111490	720575940607472988	GNG	2	GABA
720575940621689880	720575940616167730	PRW	23	ACH
720575940607195826	720575940618385620	AL_L	10	ACH
720575940632943277	720575940628455942	CRE_R	134	ACH
720575940613156067	720575940614026193	MB_VL_R	8	ACH
720575940628163461	720575940613296877	CRE_L	3	GLUT
720575940612265458	720575940652258806	AVLP_R	5	ACH
720575940613258994	720575940630575611	SMP_R	6	GABA
720575940635507960	720575940619245016	SMP_R	12	GABA
720575940629186170	720575940613707431	AVLP_R	34	GLUT
720575940627890072	720575940628802041	EB	4	GABA
720575940639209461	720575940616441410	EB	7	GABA
720575940627578055	720575940622719770	LAL_R	24	GLUT
720575940636928090	720575940614619282	CRE_L	7	GLUT
720575940629789660	720575940629495100	AVLP_R	3	ACH
720575940628674938	720575940640935387	SIP_R	4	GLUT
720575940630663499	720575940611499673	AVLP_R	5	GABA
720575940618308825	720575940632416298	AL_L	226	ACH
720575940619615552	720575940631292719	AVLP_R	33	GABA
720575940628093895	720575940632852793	EB	12	GABA
720575940626295562	720575940633179618	AVLP_R	31	ACH
720575940622727551	720575940621390806	CRE_L	3	GLUT
720575940619006087	720575940623689959	CRE_L	31	ACH
720575940634334559	720575940606149321	AVLP_R	19	ACH
720575940628360506	720575940626500745	SMP_R	41	GABA
720575940632422162	720575940638028607	CRE_L	13	ACH
720575940622241160	720575940636105829	SLP_R	6	ACH
720575940627039781	720575940627673585	SMP_L	27	ACH
720575940607775106	720575940626844559	AVLP_R	20	ACH
720575940629776502	720575940638004806	AVLP_L	13	ACH
720575940628873722	720575940624335689	AOTU_R	5	ACH
720575940632807193	720575940630992813	AVLP_R	7	ACH
720575940624206472	720575940614429165	AL_L	149	ACH
720575940627307855	720575940639697827	MB_VL_R	5	ACH
720575940631843980	720575940638028607	CRE_L	1	ACH
720575940635540671	720575940615651670	AL_R	108	GABA
720575940627808847	720575940611694034	AOTU_R	8	ACH
720575940622991252	720575940640749939	EB	33	GABA
720575940613120721	720575940623011845	FLA_R	26	ACH
720575940647921028	720575940633686520	AOTU_R	31	GLUT
720575940636488805	720575940622281904	LAL_R	4	GABA
720575940624742158	720575940631517251	CRE_R	7	ACH
720575940616427357	720575940627240890	AVLP_R	35	ACH
720575940624525043	720575940630480459	LAL_R	100	GABA
720575940613303471	720575940620011435	LAL_R	45	GABA
720575940621047632	720575940616194610	GNG	137	GABA
720575940628014488	720575940631848791	EB	9	GABA
720575940619615552	720575940639859920	AVLP_R	17	GABA
720575940628238023	720575940615413435	LAL_L	8	ACH
720575940650785401	720575940616505759	CRE_L	13	ACH
720575940626609234	720575940613891442	LAL_R	64	ACH
720575940628347654	720575940606373321	SMP_R	8	ACH
720575940604031678	720575940648606340	CRE_R	41	GLUT
720575940624547622	720575940622307051	SMP_L	1	GABA
720575940624894308	720575940624547622	SMP_L	2	ACH
720575940608617923	720575940630982442	AVLP_R	38	SER
720575940651404278	720575940626806046	AVLP_R	5	ACH
720575940604088288	720575940624701315	AVLP_R	9	GLUT
720575940622236671	720575940633941293	PRW	5	ACH
720575940615808342	720575940635231607	LAL_R	5	ACH
720575940609190866	720575940639697827	MB_VL_R	5	ACH
720575940621268830	720575940625653223	GA_L	6	GLUT
720575940621200408	720575940615660613	AVLP_L	9	ACH
720575940616110219	720575940622462173	CRE_L	26	ACH
720575940613679786	720575940621203973	AVLP_L	14	GABA
720575940622242253	720575940631683927	AL_L	38	ACH
720575940610974577	720575940619845547	LAL_R	44	ACH
720575940624392171	720575940628838850	AVLP_R	147	ACH
720575940629212887	720575940613144616	LAL_R	43	ACH
720575940623217577	720575940619245016	CRE_R	50	ACH
720575940627866628	720575940627673585	SMP_L	18	GLUT
720575940642308132	720575940619669345	AVLP_R	6	ACH
720575940625251401	720575940612800153	AL_L	10	GABA
720575940605976521	720575940633007073	PRW	9	ACH
720575940612202097	720575940617673045	AVLP_L	15	ACH
720575940631131436	720575940616654822	AVLP_R	17	GLUT
720575940621557673	720575940617124865	AVLP_R	20	ACH
720575940620757748	720575940606998485	FLA_L	54	GABA
720575940640554045	720575940628684023	GNG	26	ACH
720575940614954536	720575940613563117	GNG	98	GABA
720575940620335269	720575940633762714	GNG	13	GABA
720575940629547991	720575940636999280	LAL_R	8	ACH
720575940655015329	720575940645527918	GNG	42	ACH
720575940622693670	720575940631292719	AVLP_L	11	ACH
720575940614916725	720575940628866242	PRW	13	ACH
720575940615028143	720575940631638521	AVLP_R	588	ACH
720575940643919908	720575940620346417	LAL_R	21	GABA
720575940622400648	720575940636351845	AOTU_L	3	GLUT
720575940651713782	720575940613904638	SIP_R	6	ACH
720575940607774044	720575940626328707	LAL_R	11	ACH
720575940612339810	720575940613583001	MB_VL_R	2	ACH
720575940621457690	720575940638635635	CRE_R	3	ACH
720575940635063135	720575940617532089	CRE_L	59	ACH
720575940621457690	720575940614789791	SMP_L	7	ACH
720575940631900697	720575940607155890	CRE_R	9	GABA
720575940624547622	720575940632950241	MB_ML_L	8	GABA
720575940617044948	720575940627206842	AVLP_R	26	ACH
720575940659611777	720575940616345686	AL_L	15	ACH
720575940618469725	720575940620975696	MB_ML_L	20	ACH
720575940614344354	720575940608293129	AL_R	7	ACH
720575940608722371	720575940630569272	GA_L	24	ACH
720575940611475698	720575940629317450	PRW	21	GABA
720575940621164720	720575940637934308	MB_PED_R	120	ACH
720575940647030324	720575940605707710	PRW	11	ACH
720575940628800507	720575940606624725	AVLP_R	11	ACH
720575940620952865	720575940626112062	LAL_R	23	ACH
720575940625308162	720575940623689959	CRE_L	38	ACH
720575940620475630	720575940620975696	MB_ML_L	12	ACH
720575940612872173	720575940625934094	CRE_R	5	ACH
720575940624706062	720575940604403628	AL_R	82	GABA
720575940624547622	720575940626086728	MB_ML_L	3	GABA
720575940612488142	720575940626661501	SMP_R	61	ACH
720575940615245107	720575940622457579	PRW	14	ACH
720575940608545219	720575940632386131	AVLP_R	35	GABA
720575940612267518	720575940624471373	AVLP_R	44	ACH
720575940610985586	720575940628137713	LAL_R	30	ACH
720575940607667723	720575940625032171	CRE_L	153	GABA
720575940620362049	720575940622431114	SIP_R	3	ACH
720575940632139603	720575940631449411	CRE_R	7	ACH
720575940610831058	720575940636928090	CRE_L	11	ACH
720575940634172267	720575940621413652	LAL_R	13	GLUT
720575940616196539	720575940619601428	PRW	1	ACH
720575940606664894	720575940617225565	CRE_L	20	GLUT
720575940636455280	720575940628843458	EB	18	GLUT
720575940619453831	720575940612289010	PRW	30	SER
720575940627364102	720575940624579100	AOTU_R	15	ACH
720575940643127319	720575940637464718	AOTU_R	25	ACH
720575940648650884	720575940614944977	AL_L	33	ACH
720575940634140627	720575940640596213	SIP_R	10	GLUT
720575940635335791	720575940622867900	AVLP_R	16	ACH
720575940628455942	720575940608339209	LAL_L	4	ACH
720575940615846237	720575940621828443	MB_VL_L	9	ACH
720575940602337504	720575940629544812	AVLP_R	6	ACH
720575940629268486	720575940627499520	EB	8	GABA
720575940628741379	720575940617273273	CRE_L	7	GLUT
720575940631536415	720575940620385997	AVLP_R	13	ACH
720575940622156148	720575940620326253	CRE_R	6	SER
720575940628805448	720575940614619282	CRE_L	3	ACH
720575940611671506	720575940640830453	AL_L	104	SER
720575940628140785	720575940629511802	EB	12	GABA
720575940644750116	720575940635696279	PRW	5	ACH
720575940611671506	720575940623528925	AL_L	9	DA
720575940626742866	720575940622997453	MB_VL_R	5	ACH
720575940620129927	720575940631719417	CRE_R	10	ACH
720575940624742158	720575940630040438	LAL_R	6	ACH
720575940632737081	720575940622994323	CRE_R	8	ACH
720575940610185221	720575940606762686	AL_L	69	ACH
720575940637022948	720575940621640363	AVLP_L	5	GABA
720575940629422183	720575940625002936	GNG	21	ACH
720575940606742193	720575940629486124	AVLP_R	31	ACH
720575940636491631	720575940630622604	LAL_R	2	ACH
720575940604938342	720575940608545219	AVLP_R	13	ACH
720575940621268651	720575940628732715	AVLP_R	3	GLUT
720575940630365771	720575940629578737	AVLP_R	9	ACH
720575940626792778	720575940618943389	MB_VL_R	6	ACH
720575940620330545	720575940609365828	AVLP_R	68	GABA
720575940627498499	720575940610708430	PRW	18	GABA
720575940629791288	720575940615345595	SMP_R	20	ACH
720575940622787210	720575940621390806	CRE_L	5	GLUT
720575940630545489	720575940621584068	EB	6	GABA
720575940625686078	720575940640885411	AVLP_L	15	GABA
720575940639916416	720575940621109696	MB_VL_L	5	GLUT
720575940632795532	720575940614212514	AL_L	6	GABA
720575940628772345	720575940616752155	MB_ML_R	1	GABA
720575940618385620	720575940626614405	AL_L	12	GABA
720575940638163428	720575940613792296	SIP_R	14	GLUT
720575940628628474	720575940625102224	AVLP_R	62	ACH
720575940631124049	720575940622945037	GA_L	5	ACH
720575940624636930	720575940626111619	CRE_R	5	ACH
720575940615028143	720575940622795814	AVLP_R	5	ACH
720575940627181498	720575940632221209	LAL_R	22	ACH
720575940629370967	720575940609268316	PRW	3	GLUT
720575940621298523	720575940619076918	AVLP_R	6	ACH
720575940645056791	720575940654057889	PRW	40	ACH
720575940625318163	720575940603688224	CRE_R	2	ACH
